Title,Year,Rating,IMDB Score,Reelgood Rating Score,Available On,url_offset_value
Back to the Future Part II,1989,7+,7.8/10,81/100,+ Rent or Buy,350
Spider-Man: Far From Home,2019,13+,7.5/10,81/100,+ Rent or Buy,350
The Ritual,2017,18+,6.3/10,81/100,,350
That Obscure Object of Desire,1977,18+,7.9/10,81/100,+ Rent or Buy,350
Jaws,1975,7+,8.0/10,81/100,+ Rent or Buy,350
Stand by Me,1986,18+,8.1/10,81/100,+ Rent or Buy,350
Psycho,1960,18+,8.5/10,81/100,Rent or Buy,400
The Testament of Dr. Mabuse,1933,N/A,8.0/10,81/100,,400
Wild at Heart,1990,18+,7.2/10,81/100,Rent or Buy,400
Million Dollar Baby,2004,13+,8.1/10,81/100,+ Rent or Buy,400
Nightcrawler,2014,18+,7.8/10,81/100,+ Rent or Buy,400
Alice in the Cities,1974,N/A,8.0/10,81/100,+ Rent or Buy,400
Spider-Man: Homecoming,2017,13+,7.4/10,81/100,+ Rent or Buy,400
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,7+,8.4/10,81/100,+ Rent or Buy,400
The Bad Sleep Well,1960,N/A,8.0/10,81/100,,400
Apocalypse Now,1979,18+,8.4/10,81/100,Rent or Buy,400
Dave Chappelle: Sticks & Stones,2019,18+,8.5/10,81/100,,400
Gran Torino,2008,18+,8.1/10,81/100,+ Rent or Buy,400
Slumdog Millionaire,2008,18+,8.0/10,81/100,+ Rent or Buy,400
Warrior,2011,13+,8.1/10,81/100,+ Rent or Buy,400
Minority Report,2002,13+,7.6/10,81/100,+ Rent or Buy,400
Cuba and the Cameraman,2017,N/A,8.3/10,81/100,,400
Vampyr,1932,13+,7.5/10,81/100,+ Rent or Buy,400
Kingsman: The Secret Service,2014,18+,7.7/10,81/100,+ Rent or Buy,400
Invisible Life,2019,18+,7.8/10,81/100,,400
The Young Girls of Rochefort,1967,all,7.7/10,81/100,+ Rent or Buy,400
Lifeboat,1944,18+,7.6/10,81/100,Rent or Buy,400
The King's Speech,2010,18+,8.0/10,81/100,+ Rent or Buy,400
Big Hero 6,2014,7+,7.8/10,81/100,+ Rent or Buy,400
Monty Python and the Holy Grail,1975,7+,8.2/10,81/100,+ Rent or Buy,400
The Bourne Ultimatum,2007,13+,8.0/10,81/100,+ Rent or Buy,400
Mystery Train,1989,18+,7.6/10,81/100,+ Rent or Buy,400
The Times of Harvey Milk,1984,N/A,8.3/10,81/100,+ Rent or Buy,400
Cell 211,2009,N/A,7.6/10,81/100,Rent or Buy,400
The Piano Teacher,2001,18+,7.5/10,81/100,+ Rent or Buy,400
Incredibles 2,2018,7+,7.6/10,81/100,+ Rent or Buy,400
The Perfection,2018,18+,6.1/10,81/100,,400
Cronos,1994,16+,6.7/10,81/100,+ Rent or Buy,400
Bohemian Rhapsody,2018,13+,7.9/10,81/100,+ Rent or Buy,400
The Social Network,2010,13+,7.7/10,81/100,+ Rent or Buy,400
Trainspotting,1996,18+,8.1/10,81/100,+ Rent or Buy,400
Masculin Féminin,1966,N/A,7.5/10,81/100,,400
Harry Potter and the Deathly Hallows: Part 1,2010,13+,7.7/10,81/100,+ Rent or Buy,400
Happiest Season,2020,13+,6.6/10,81/100,,400
Bright,2017,18+,6.3/10,81/100,,400
L'Atalante,1934,N/A,7.8/10,81/100,+ Rent or Buy,400
Ninotchka,1939,N/A,7.9/10,81/100,Rent or Buy,400
Avengers: Age of Ultron,2015,13+,7.3/10,81/100,+ Rent or Buy,400
The Hunger Games,2012,13+,7.2/10,81/100,+ Rent or Buy,400
Confessions,2010,N/A,7.7/10,81/100,Rent or Buy,400
Big Time Adolescence,2020,18+,7.0/10,81/100,,400
John Wick,2014,18+,7.4/10,81/100,Rent or Buy,400
L'Eclisse,1962,N/A,7.9/10,81/100,+ Rent or Buy,400
The Life Ahead,2020,13+,6.8/10,81/100,,400
Shaun of the Dead,2004,18+,7.9/10,81/100,Rent or Buy,400
The Pixar Story,2007,all,7.8/10,80/100,+ Rent or Buy,400
300,2007,18+,7.6/10,80/100,Rent or Buy,450
Once Upon a Time in the West,1968,13+,8.5/10,80/100,+ Rent or Buy,450
Five Broken Cameras,2011,N/A,7.9/10,80/100,+ Rent or Buy,450
One Child Nation,2019,18+,7.5/10,80/100,,450
Cargo,2017,N/A,6.3/10,80/100,,450
Moana,2016,7+,7.6/10,80/100,+ Rent or Buy,450
Argo,2012,18+,7.7/10,80/100,+ Rent or Buy,450
Casino,1995,18+,8.2/10,80/100,+ Rent or Buy,450
Columbus,2017,13+,7.2/10,80/100,+ Rent or Buy,450
The Hobbit: The Desolation of Smaug,2013,13+,7.8/10,80/100,+ Rent or Buy,450
Ant-Man,2015,13+,7.3/10,80/100,+ Rent or Buy,450
1922,2017,18+,6.3/10,80/100,,450
Cría cuervos…,1976,7+,8.0/10,80/100,+ Rent or Buy,450
Kill Bill: Vol. 2,2004,18+,8.0/10,80/100,+ Rent or Buy,450
Rain Man,1988,18+,8.0/10,80/100,+ Rent or Buy,450
Victim,1961,N/A,7.8/10,80/100,+ Rent or Buy,450
Kick-Ass,2010,18+,7.6/10,80/100,+ Rent or Buy,450
Brotherhood of the Wolf,2001,18+,7.0/10,80/100,Rent or Buy,450
Once Upon a Time… in Hollywood,2019,18+,7.6/10,80/100,+ Rent or Buy,450
Insomnia,1997,N/A,7.3/10,80/100,+ Rent or Buy,450
Life of Pi,2012,7+,7.9/10,80/100,+ Rent or Buy,450
A Star Is Born,2018,18+,7.6/10,80/100,+ Rent or Buy,450
Paddleton,2019,18+,7.2/10,80/100,,450
Amadeus,1984,18+,8.3/10,80/100,+ Rent or Buy,450
American Psycho,2000,18+,7.6/10,80/100,+ Rent or Buy,450
The Hunt,2012,18+,8.3/10,80/100,+ Rent or Buy,450
Children of Men,2006,18+,7.9/10,80/100,+ Rent or Buy,450
Predator,1987,18+,7.8/10,80/100,+ Rent or Buy,450
Harry Potter and the Half-Blood Prince,2009,7+,7.6/10,80/100,+ Rent or Buy,450
Sonatine,1993,18+,7.5/10,80/100,+ Rent or Buy,450
36th Precinct,2004,N/A,7.1/10,80/100,,450
Get Out,2017,18+,7.7/10,80/100,+ Rent or Buy,450
The Chorus,2004,7+,7.9/10,80/100,Rent or Buy,450
Green Book,2018,13+,8.2/10,80/100,+ Rent or Buy,450
Princess Mononoke,1997,13+,8.4/10,80/100,+ Rent or Buy,450
Thappad,2020,N/A,6.8/10,80/100,,450
Aladdin,1992,all,8.0/10,80/100,+ Rent or Buy,450
Late Night,2019,18+,6.5/10,80/100,,450
Calibre,2018,18+,6.8/10,80/100,,450
Baby Driver,2017,18+,7.6/10,80/100,+ Rent or Buy,450
Ghostbusters,1984,7+,7.8/10,80/100,+ Rent or Buy,450
The Girl with the Dragon Tattoo,2011,18+,7.8/10,80/100,+ Rent or Buy,450
Jojo Rabbit,2019,13+,7.9/10,80/100,+ Rent or Buy,450
Harry Potter and the Order of the Phoenix,2007,13+,7.5/10,80/100,+ Rent or Buy,450
(500) Days of Summer,2009,13+,7.7/10,80/100,+ Rent or Buy,450
Hidden Figures,2016,7+,7.8/10,80/100,+ Rent or Buy,450
Hot Fuzz,2007,18+,7.8/10,80/100,+ Rent or Buy,450
Star Trek,2009,13+,7.9/10,80/100,+ Rent or Buy,450
Monterey Pop,1968,N/A,8.0/10,80/100,+ Rent or Buy,450
Mystic River,2003,18+,7.9/10,80/100,+ Rent or Buy,450
Days of Being Wild,1990,N/A,7.5/10,80/100,Rent or Buy,500
Rocky,1976,7+,8.1/10,80/100,+ Rent or Buy,500
The Invisible Guest,2016,18+,8.1/10,80/100,+ Rent or Buy,500
The Hater,2020,18+,7.1/10,80/100,,500
Thirteen Days,2000,13+,7.3/10,80/100,Rent or Buy,500
The Terminal,2004,13+,7.4/10,80/100,+ Rent or Buy,500
Red Beard,1965,N/A,8.4/10,80/100,,500
The Help,2011,13+,8.0/10,80/100,+ Rent or Buy,500
Downfall,2004,18+,8.2/10,80/100,+ Rent or Buy,500
Toy Story 2,1999,all,7.9/10,80/100,+ Rent or Buy,500
It's a Wonderful Life,1946,7+,8.6/10,80/100,+ Rent or Buy,500
Europa,1991,18+,7.6/10,80/100,,500
X-Men: First Class,2011,13+,7.7/10,80/100,+ Rent or Buy,500
Sin City,2005,18+,8.0/10,80/100,+ Rent or Buy,500
My Own Private Idaho,1991,18+,7.0/10,80/100,Rent or Buy,500
Rear Window,1954,7+,8.5/10,80/100,Rent or Buy,500
L.A. Confidential,1997,18+,8.2/10,80/100,+ Rent or Buy,500
The Gentlemen,2019,18+,7.8/10,80/100,+ Rent or Buy,500
It,2017,18+,7.3/10,80/100,+ Rent or Buy,500
Oliver Twist,1948,N/A,7.8/10,80/100,+ Rent or Buy,500
The Pursuit of Happyness,2006,13+,8.0/10,80/100,+ Rent or Buy,500
28 Days Later,2002,18+,7.6/10,80/100,+ Rent or Buy,500
Ready Player One,2018,13+,7.4/10,80/100,+ Rent or Buy,500
The Spirit of the Beehive,1973,N/A,7.9/10,80/100,,500
The Kings of Summer,2013,18+,7.1/10,80/100,Rent or Buy,500
Il Sorpasso,1962,N/A,8.3/10,80/100,+ Rent or Buy,500
The Thing,1982,18+,8.1/10,80/100,+ Rent or Buy,500
Ex Machina,2015,18+,7.7/10,80/100,+ Rent or Buy,500
22 July,2018,18+,6.8/10,80/100,,500
The Thing About Harry,2020,13+,7.0/10,80/100,+ Rent or Buy,500
The Tin Drum,1979,18+,7.5/10,80/100,+ Rent or Buy,500
Ocean's Eleven,2001,13+,7.7/10,80/100,+ Rent or Buy,500
A Twelve-Year Night,2018,18+,7.5/10,80/100,,500
The Hunger Games: Catching Fire,2013,13+,7.5/10,80/100,+ Rent or Buy,500
Frozen,2013,7+,7.4/10,80/100,+ Rent or Buy,500
Win Win,2011,18+,7.1/10,80/100,Rent or Buy,500
Thirteen,2003,18+,6.8/10,80/100,Rent or Buy,500
Walkabout,1971,7+,7.6/10,80/100,+ Rent or Buy,500
About Time,2013,13+,7.8/10,80/100,+ Rent or Buy,500
The Edge of Democracy,2019,16+,7.2/10,80/100,,500
I Am Legend,2007,13+,7.2/10,80/100,+ Rent or Buy,500
An Autumn Afternoon,1962,N/A,8.1/10,80/100,+ Rent or Buy,500
American Movie,1999,18+,7.9/10,80/100,Rent or Buy,500
Citizen Kane,1941,7+,8.3/10,80/100,+ Rent or Buy,500
The Woodsman,2004,18+,7.2/10,80/100,,500
Enter the Void,2009,N/A,7.3/10,80/100,Rent or Buy,500
Unforgiven,1992,18+,8.2/10,80/100,+ Rent or Buy,500
Your Name.,2016,7+,8.4/10,80/100,Rent or Buy,500
Birdman or (The Unexpected Virtue of Ignorance),2014,18+,7.7/10,80/100,+ Rent or Buy,500
"Three Billboards Outside Ebbing, Missouri",2017,18+,8.1/10,80/100,+ Rent or Buy,500
Superbad,2007,18+,7.6/10,80/100,+ Rent or Buy,550
The Best Offer,2013,18+,7.8/10,80/100,Rent or Buy,550
Star Wars: Episode III - Revenge of the Sith,2005,13+,7.5/10,80/100,+ Rent or Buy,550
Chinatown,1974,18+,8.2/10,80/100,+ Rent or Buy,550
The X Files,1998,13+,7.0/10,80/100,Rent or Buy,550
Adam Sandler: 100% Fresh,2018,18+,7.6/10,79/100,,550
Watchmen,2009,18+,7.6/10,79/100,+ Rent or Buy,550
Cure,1997,18+,7.4/10,79/100,+ Rent or Buy,550
The Christmas Chronicles,2018,7+,7.0/10,79/100,,550
Pandora's Box,1929,13+,7.9/10,79/100,,550
Room,2015,18+,8.1/10,79/100,+ Rent or Buy,550
Big Fish,2003,13+,8.0/10,79/100,+ Rent or Buy,550
The Servant,1963,N/A,7.9/10,79/100,+ Rent or Buy,550
"Lock, Stock and Two Smoking Barrels",1998,18+,8.2/10,79/100,+ Rent or Buy,550
The Perks of Being a Wallflower,2012,13+,8.0/10,79/100,+ Rent or Buy,550
The Conjuring 2,2016,18+,7.3/10,79/100,+ Rent or Buy,550
Shoeshine,1946,N/A,8.0/10,79/100,+ Rent or Buy,550
Devdas,2002,all,7.6/10,79/100,Rent or Buy,550
Mrs. Miniver,1942,N/A,7.6/10,79/100,Rent or Buy,550
"What Happened, Miss Simone?",2015,N/A,7.6/10,79/100,+ Rent or Buy,550
Moon,2009,18+,7.8/10,79/100,+ Rent or Buy,550
Nobody,2021,18+,7.4/10,79/100,Rent or Buy,550
Lion,2016,13+,8.0/10,79/100,+ Rent or Buy,550
Songs from the Second Floor,2000,N/A,7.6/10,79/100,Rent or Buy,550
A Brief History of Time,1991,all,7.3/10,79/100,+ Rent or Buy,550
Taken,2008,13+,7.8/10,79/100,+ Rent or Buy,550
Auntie Mame,1958,N/A,7.9/10,79/100,Rent or Buy,550
Murmur of the Heart,1971,18+,7.7/10,79/100,+ Rent or Buy,550
Scott Pilgrim vs. the World,2010,13+,7.5/10,79/100,+ Rent or Buy,550
Welcome,2009,N/A,7.5/10,79/100,+ Rent or Buy,550
John Wick: Chapter 2,2017,18+,7.5/10,79/100,Rent or Buy,550
The Theory of Everything,2014,13+,7.7/10,79/100,+ Rent or Buy,550
Groundhog Day,1993,7+,8.0/10,79/100,+ Rent or Buy,550
The Shape of Water,2017,18+,7.3/10,79/100,+ Rent or Buy,550
Veronica,2017,18+,6.2/10,79/100,,550
Before the Rain,1994,N/A,8.0/10,79/100,,550
Beauty and the Beast,1991,all,8.0/10,79/100,+ Rent or Buy,550
E.T. the Extra-Terrestrial,1982,7+,7.8/10,79/100,Rent or Buy,550
The Trial,1962,N/A,7.8/10,79/100,+ Rent or Buy,550
The Bourne Supremacy,2004,13+,7.7/10,79/100,+ Rent or Buy,550
Dumplin',2018,13+,6.6/10,79/100,,550
The Fifth Element,1997,13+,7.7/10,79/100,+ Rent or Buy,550
Wreck-It Ralph,2012,7+,7.7/10,79/100,+ Rent or Buy,550
Cast Away,2000,13+,7.8/10,79/100,Rent or Buy,550
The Hangover,2009,18+,7.7/10,79/100,Rent or Buy,550
Manhattan Murder Mystery,1993,7+,7.3/10,79/100,Rent or Buy,550
Greed,1925,N/A,8.1/10,79/100,Rent or Buy,550
Sherlock Holmes,2009,13+,7.6/10,79/100,+ Rent or Buy,550
Moonrise Kingdom,2012,13+,7.8/10,79/100,+ Rent or Buy,550
The Greatest Showman,2017,7+,7.6/10,79/100,+ Rent or Buy,550
Ballad of a Soldier,1959,N/A,8.2/10,79/100,,600
Alphaville,1965,all,7.1/10,79/100,+ Rent or Buy,600
Iron Man 3,2013,13+,7.1/10,79/100,+ Rent or Buy,600
The Swimming Pool,1969,N/A,7.1/10,79/100,Rent or Buy,600
Pom Poko,1994,7+,7.3/10,79/100,+ Rent or Buy,600
Being Elmo: A Puppeteer's Journey,2011,7+,7.6/10,79/100,+ Rent or Buy,600
Friends: The Reunion,2021,13+,8.2/10,79/100,,600
Closely Watched Trains,1966,N/A,7.7/10,79/100,+ Rent or Buy,600
Twelve Monkeys,1995,18+,8.0/10,79/100,+ Rent or Buy,600
"Crazy, Stupid, Love.",2011,13+,7.4/10,79/100,+ Rent or Buy,600
Tangled,2010,7+,7.7/10,79/100,+ Rent or Buy,600
Black Orpheus,1959,7+,7.5/10,79/100,+ Rent or Buy,600
Mulholland Drive,2001,18+,7.9/10,79/100,+ Rent or Buy,600
The Great Escape,1963,N/A,8.2/10,79/100,+ Rent or Buy,600
Twelve O'Clock High,1949,N/A,7.7/10,79/100,Rent or Buy,600
The Hobbit: The Battle of the Five Armies,2014,13+,7.4/10,79/100,+ Rent or Buy,600
Despicable Me,2010,7+,7.6/10,79/100,+ Rent or Buy,600
How to Die in Oregon,2011,N/A,8.3/10,79/100,+Rent or Buy,600
The Treatment,2014,13+,7.1/10,79/100,+ Rent or Buy,600
Silver Linings Playbook,2012,18+,7.7/10,79/100,+ Rent or Buy,600
Memories of Murder,2003,all,8.1/10,79/100,+ Rent or Buy,600
Life of Brian,1979,18+,8.1/10,79/100,+ Rent or Buy,600
Train to Busan,2016,16+,7.6/10,79/100,hiya+ Rent or Buy,600
Wind River,2017,18+,7.7/10,79/100,+ Rent or Buy,600
Moneyball,2011,13+,7.6/10,79/100,+ Rent or Buy,600
The Notebook,2004,13+,7.8/10,79/100,+ Rent or Buy,600
Summer with Monika,1953,18+,7.5/10,79/100,+ Rent or Buy,600
Training Day,2001,18+,7.7/10,79/100,+ Rent or Buy,600
Toy Story 4,2019,all,7.7/10,79/100,+ Rent or Buy,600
Ittefaq,2017,7+,7.2/10,79/100,+ Rent or Buy,600
Almost Famous,2000,18+,7.9/10,79/100,+ Rent or Buy,600
Call Me by Your Name,2017,18+,7.9/10,79/100,+ Rent or Buy,600
Raya and the Last Dragon,2021,7+,7.4/10,79/100,+ Rent or Buy,600
Shock Corridor,1963,N/A,7.4/10,79/100,+ Rent or Buy,600
Now You See Me,2013,13+,7.2/10,79/100,Rent or Buy,600
North by Northwest,1959,N/A,8.3/10,79/100,+ Rent or Buy,600
Home Alone,1990,7+,7.6/10,79/100,+ Rent or Buy,600
District 9,2009,18+,7.9/10,79/100,+ Rent or Buy,600
Dead Poets Society,1989,7+,8.1/10,79/100,Rent or Buy,600
Captain America: The First Avenger,2011,13+,6.9/10,79/100,+ Rent or Buy,600
Black Hawk Down,2001,18+,7.7/10,79/100,+ Rent or Buy,600
The Breakfast Club,1985,18+,7.8/10,79/100,Rent or Buy,600
Zodiac,2007,18+,7.7/10,79/100,+ Rent or Buy,600
Mission: Impossible - Fallout,2018,13+,7.7/10,79/100,+ Rent or Buy,600
Gravity,2013,13+,7.7/10,79/100,Rent or Buy,600
Dallas Buyers Club,2013,18+,8.0/10,79/100,Rent or Buy,600
Early Summer,1951,N/A,8.2/10,79/100,+ Rent or Buy,600
Alone,2020,18+,6.2/10,79/100,+ Rent or Buy,600
Dodsworth,1936,N/A,7.8/10,79/100,+ Rent or Buy,600
Saw,2004,18+,7.6/10,79/100,+ Rent or Buy,600
The Wizard of Oz,1939,all,8.0/10,79/100,+ Rent or Buy,650
George Harrison: Living in the Material World,2011,13+,8.2/10,79/100,Rent or Buy,650
Hey Arnold! The Jungle Movie,2017,7+,7.6/10,79/100,+ Rent or Buy,650
The Brood,1979,18+,6.8/10,79/100,+ Rent or Buy,650
Vertigo,1958,7+,8.3/10,79/100,+ Rent or Buy,650
Captain Fantastic,2016,18+,7.9/10,79/100,+ Rent or Buy,650
Into the Inferno,2016,N/A,7.2/10,79/100,,650
How to Train Your Dragon 2,2014,7+,7.8/10,79/100,+ Rent or Buy,650
Captain Phillips,2013,13+,7.8/10,79/100,+ Rent or Buy,650
Star Wars: The Last Jedi,2017,13+,7.0/10,79/100,+ Rent or Buy,650
Unbreakable,2000,13+,7.3/10,79/100,+ Rent or Buy,650
The Iron Giant,1999,7+,8.0/10,79/100,+ Rent or Buy,650
Even the Rain,2010,N/A,7.4/10,79/100,+ Rent or Buy,650
Let the Right One In,2008,18+,7.9/10,79/100,monswarr+ Rent or Buy,650
Our Hospitality,1923,N/A,7.8/10,79/100,,650
Hamlet,1948,N/A,7.6/10,79/100,+ Rent or Buy,650
The Endless Trench,2019,N/A,7.2/10,79/100,,650
Quills,2000,18+,7.3/10,78/100,Rent or Buy,650
The Exorcist,1973,18+,8.0/10,78/100,+ Rent or Buy,650
Thor,2011,13+,7.0/10,78/100,+ Rent or Buy,650
Spider-Man,2002,13+,7.3/10,78/100,+ Rent or Buy,650
The Handmaiden,2016,N/A,8.1/10,78/100,+ Rent or Buy,650
The Goonies,1985,7+,7.8/10,78/100,+ Rent or Buy,650
Pickpocket,1959,N/A,7.7/10,78/100,Rent or Buy,650
Sicario,2015,18+,7.6/10,78/100,+ Rent or Buy,650
L'Argent,1983,N/A,7.5/10,78/100,+ Rent or Buy,650
Iron Man 2,2010,13+,7.0/10,78/100,+ Rent or Buy,650
Anna,2019,16+,6.6/10,78/100,+ Rent or Buy,650
The Nightmare Before Christmas,1993,7+,8.0/10,78/100,+ Rent or Buy,650
Hotel Rwanda,2004,13+,8.1/10,78/100,+ Rent or Buy,650
The Passenger,1975,13+,7.6/10,78/100,Rent or Buy,650
The Unbearable Lightness of Being,1988,18+,7.3/10,78/100,Rent or Buy,650
Mission: Impossible - Ghost Protocol,2011,13+,7.4/10,78/100,+ Rent or Buy,650
Fireworks Wednesday,2006,N/A,7.7/10,78/100,+ Rent or Buy,650
The Father,2020,13+,8.3/10,78/100,Rent or Buy,650
Hachi: A Dog's Tale,2009,all,8.1/10,78/100,+ Rent or Buy,650
The Cremator,1969,N/A,8.0/10,78/100,+ Rent or Buy,650
Lucky Number Slevin,2006,18+,7.7/10,78/100,+ Rent or Buy,650
An Angel at My Table,1990,18+,7.5/10,78/100,+ Rent or Buy,650
Mona Lisa,1986,18+,7.3/10,78/100,+ Rent or Buy,650
Lady Bird,2017,18+,7.4/10,78/100,+ Rent or Buy,650
Hobson's Choice,1954,N/A,7.7/10,78/100,+ Rent or Buy,650
A Whisker Away,2020,7+,6.7/10,78/100,,650
Back to the Future Part III,1990,7+,7.4/10,78/100,+ Rent or Buy,650
Diary of a Country Priest,1951,N/A,7.9/10,78/100,Rent or Buy,650
Phineas and Ferb The Movie: Candace Against the Universe,2020,all,7.1/10,78/100,,650
The Resistance Banker,2018,18+,6.9/10,78/100,,650
The Nice Guys,2016,18+,7.4/10,78/100,+ Rent or Buy,650
Cinema Paradiso,1988,7+,8.5/10,78/100,+ Rent or Buy,650
Late Autumn,1960,N/A,8.0/10,78/100,,650
Pirates of the Caribbean: Dead Man's Chest,2006,13+,7.3/10,78/100,+ Rent or Buy,700
Blow the Man Down,2019,18+,6.4/10,78/100,,700
X-Men,2000,13+,7.4/10,78/100,+ Rent or Buy,700
Revenge of the Nerds,1984,18+,6.6/10,78/100,,700
The Hitman's Bodyguard,2017,18+,6.9/10,78/100,+ Rent or Buy,700
In Search of Darkness: A Journey Into Iconic '80s Horror,2019,N/A,8.0/10,78/100,,700
The Butterfly Effect,2004,18+,7.6/10,78/100,+ Rent or Buy,700
Exotica,1994,18+,7.1/10,78/100,+ Rent or Buy,700
Aquaman,2018,13+,6.9/10,78/100,+ Rent or Buy,700
Fantastic Beasts and Where to Find Them,2016,13+,7.3/10,78/100,+ Rent or Buy,700
Claire's Knee,1970,N/A,7.6/10,78/100,,700
Gaslight,1940,N/A,7.4/10,78/100,+ Rent or Buy,700
Suburra,2015,N/A,7.4/10,78/100,Rent or Buy,700
The Face of Another,1966,N/A,8.0/10,78/100,,700
Dances with Wolves,1990,13+,8.0/10,78/100,+ Rent or Buy,700
Kung Fu Panda,2008,7+,7.6/10,78/100,+ Rent or Buy,700
Braven,2018,18+,5.9/10,78/100,+ Rent or Buy,700
Fort Apache,1948,N/A,7.5/10,78/100,Rent or Buy,700
John Wick: Chapter 3 - Parabellum,2019,18+,7.4/10,78/100,+ Rent or Buy,700
The Corporation,2003,N/A,8.0/10,78/100,Rent or Buy,700
Prometheus,2012,18+,7.0/10,78/100,+ Rent or Buy,700
After the Wedding,2006,18+,7.7/10,78/100,Rent or Buy,700
Nocturnal Animals,2016,18+,7.5/10,78/100,+ Rent or Buy,700
Collateral,2004,18+,7.5/10,78/100,Rent or Buy,700
The Bridge,1959,N/A,8.0/10,78/100,+ Rent or Buy,700
The Women,1939,N/A,7.8/10,78/100,Rent or Buy,700
This Boy's Life,1993,18+,7.3/10,78/100,Rent or Buy,700
Le Doulos,1962,N/A,7.8/10,78/100,+ Rent or Buy,700
Vengeance Is Mine,1979,18+,7.8/10,78/100,+ Rent or Buy,700
Drive,2011,18+,7.8/10,78/100,Rent or Buy,700
Brokeback Mountain,2005,18+,7.7/10,78/100,+ Rent or Buy,700
Alice,1988,N/A,7.5/10,78/100,,700
Serenity,2005,13+,7.8/10,78/100,+ Rent or Buy,700
Tinker Bell and the Lost Treasure,2009,all,6.7/10,78/100,+ Rent or Buy,700
Apocalypto,2006,18+,7.8/10,78/100,+ Rent or Buy,700
Another Round,2020,18+,7.8/10,78/100,+ Rent or Buy,700
Payback,1999,18+,7.1/10,78/100,Rent or Buy,700
Manchester by the Sea,2016,18+,7.8/10,78/100,+ Rent or Buy,700
Edward Scissorhands,1990,13+,7.9/10,78/100,+ Rent or Buy,700
"You, the Living",2007,N/A,7.5/10,78/100,+ Rent or Buy,700
Dear Ex,2018,18+,7.4/10,78/100,,700
Fury,1936,N/A,7.9/10,78/100,Rent or Buy,700
Flight,2012,18+,7.3/10,78/100,+ Rent or Buy,700
Sisters,1973,18+,6.9/10,78/100,+ Rent or Buy,700
Creed,2015,13+,7.6/10,78/100,+ Rent or Buy,700
Captain Marvel,2019,13+,6.8/10,78/100,+ Rent or Buy,700
Star Trek Into Darkness,2013,13+,7.7/10,78/100,Rent or Buy,700
Shrek 2,2004,7+,7.2/10,78/100,+ Rent or Buy,700
Source Code,2011,13+,7.5/10,78/100,+ Rent or Buy,700
The Man Without a Past,2002,13+,7.7/10,78/100,Rent or Buy,700
The Deer Hunter,1978,18+,8.1/10,78/100,+ Rent or Buy,750
Grave of the Fireflies,1988,7+,8.5/10,78/100,Rent or Buy,750
Raging Bull,1980,18+,8.2/10,78/100,+ Rent or Buy,750
Akira,1988,18+,8.0/10,78/100,+ Rent or Buy,750
Man of Steel,2013,13+,7.0/10,78/100,+ Rent or Buy,750
Scent of a Woman,1992,18+,8.0/10,78/100,+ Rent or Buy,750
Udta Punjab,2016,18+,7.8/10,78/100,,750
The Lodger: A Story of the London Fog,1927,N/A,7.3/10,78/100,+ Rent or Buy,750
The Human Condition I: No Greater Love,1959,N/A,8.5/10,78/100,,750
Ricky Gervais: Humanity,2018,18+,8.0/10,78/100,,750
11:14,2003,18+,7.2/10,78/100,Rent or Buy,750
24: Redemption,2008,13+,7.5/10,78/100,+ Rent or Buy,750
Juliet of the Spirits,1965,N/A,7.6/10,78/100,+ Rent or Buy,750
Big Deal on Madonna Street,1958,N/A,8.0/10,78/100,,750
Hamilton,2020,13+,8.4/10,78/100,,750
Platoon,1986,18+,8.1/10,78/100,+ Rent or Buy,750
Hell or High Water,2016,18+,7.6/10,78/100,+ Rent or Buy,750
Help!,1965,all,7.2/10,78/100,Rent or Buy,750
El Topo,1970,N/A,7.4/10,78/100,Rent or Buy,750
Ant-Man and the Wasp,2018,13+,7.0/10,78/100,+ Rent or Buy,750
Onward,2020,7+,7.4/10,78/100,+ Rent or Buy,750
Some Like It Hot,1959,N/A,8.2/10,78/100,+ Rent or Buy,750
The Matrix Reloaded,2003,18+,7.2/10,78/100,+ Rent or Buy,750
Little Women,2019,7+,7.8/10,78/100,+ Rent or Buy,750
The Siege of Jadotville,2016,N/A,7.2/10,78/100,,750
Ferris Bueller's Day Off,1986,13+,7.8/10,78/100,Rent or Buy,750
Looper,2012,18+,7.4/10,78/100,+ Rent or Buy,750
The Lego Movie,2014,7+,7.7/10,78/100,+ Rent or Buy,750
Spectral,2016,13+,6.3/10,78/100,,750
Total Recall,1990,16+,7.5/10,78/100,+ Rent or Buy,750
Thor: The Dark World,2013,13+,6.9/10,78/100,+ Rent or Buy,750
Die Hard: With a Vengeance,1995,18+,7.6/10,78/100,+ Rent or Buy,750
The Curious Case of Benjamin Button,2008,13+,7.8/10,78/100,+ Rent or Buy,750
The Boondock Saints,1999,18+,7.8/10,78/100,+ Rent or Buy,750
Circus of Books,2019,N/A,7.1/10,78/100,,750
It,1990,18+,6.8/10,78/100,Rent or Buy,750
Vagabond,1985,N/A,7.7/10,78/100,,750
The Lives of Others,2006,18+,8.4/10,78/100,Rent or Buy,750
Arizona Dream,1993,18+,7.3/10,78/100,Rent or Buy,750
Indiana Jones and the Temple of Doom,1984,7+,7.5/10,78/100,+ Rent or Buy,750
Paradise Now,2005,13+,7.4/10,78/100,Rent or Buy,750
Men in Black,1997,13+,7.3/10,78/100,+ Rent or Buy,750
